Card,Floor,Picked,Act,Boss
JustLucky,1.0,False,1,False
Evaluate,1.0,False,1,False
CrushJoints,1.0,False,1,False
SKIP,1.0,False,1,False
InnerPeace,2.0,True,1,False
SignatureMove,2.0,False,1,False
Protect,2.0,False,1,False
SKIP,2.0,False,1,False
Tantrum,4.0,True,1,False
Protect,4.0,False,1,False
EmptyFist,4.0,False,1,False
SKIP,4.0,False,1,False
ForeignInfluence,7.0,True,1,False
Wish,7.0,False,1,False
WheelKick,7.0,False,1,False
SKIP,7.0,False,1,False
TalkToTheHand,11.0,True,1,False
Wireheading,11.0,False,1,False
JustLucky,11.0,False,1,False
SKIP,11.0,False,1,False
SKIP,13.0,True,1,False
WaveOfTheHand,13.0,False,1,False
LikeWater,13.0,False,1,False
Fasting2,13.0,False,1,False
SKIP,13.0,False,1,False
CutThroughFate,14.0,True,1,False
PathToVictory,14.0,False,1,False
EmptyBody,14.0,False,1,False
SKIP,14.0,False,1,False
SKIP,16.0,True,1,True
Alpha,16.0,False,1,True
DevaForm,16.0,False,1,True
Judgement,16.0,False,1,True
SKIP,16.0,False,1,True
SKIP,18.0,True,2,False
BowlingBash,18.0,False,2,False
SandsOfTime,18.0,False,2,False
Evaluate,18.0,False,2,False
SKIP,18.0,False,2,False
SKIP,20.0,True,2,False
SignatureMove,20.0,False,2,False
EmptyFist,20.0,False,2,False
CrushJoints,20.0,False,2,False
SKIP,20.0,False,2,False
SKIP,20.0,True,2,False
Prostrate,20.0,False,2,False
CrushJoints,20.0,False,2,False
EmptyBody,20.0,False,2,False
SKIP,20.0,False,2,False
SKIP,21.0,True,2,False
BattleHymn,21.0,False,2,False
Protect,21.0,False,2,False
ClearTheMind,21.0,False,2,False
SKIP,21.0,False,2,False
SKIP,21.0,True,2,False
Halt,21.0,False,2,False
Crescendo,21.0,False,2,False
Protect,21.0,False,2,False
SKIP,21.0,False,2,False
EmptyMind,25.0,True,2,False
Conclude,25.0,False,2,False
Evaluate,25.0,False,2,False
SKIP,25.0,False,2,False
SKIP,27.0,True,2,False
EmptyBody,27.0,False,2,False
JustLucky,27.0,False,2,False
Blasphemy,27.0,False,2,False
SKIP,27.0,False,2,False
SKIP,27.0,True,2,False
Pray,27.0,False,2,False
Nirvana,27.0,False,2,False
ThirdEye,27.0,False,2,False
SKIP,27.0,False,2,False
CutThroughFate,30.0,True,2,False
Fasting2,30.0,False,2,False
Indignation,30.0,False,2,False
SKIP,30.0,False,2,False
WaveOfTheHand,31.0,True,2,False
CrushJoints,31.0,False,2,False
ThirdEye,31.0,False,2,False
SKIP,31.0,False,2,False
CutThroughFate,31.0,True,2,False
Tantrum,31.0,False,2,False
BattleHymn,31.0,False,2,False
SKIP,31.0,False,2,False
Establishment,33.0,True,2,True
Judgement,33.0,False,2,True
Blasphemy,33.0,False,2,True
SKIP,33.0,False,2,True
SKIP,35.0,True,3,False
ReachHeaven,35.0,False,3,False
Indignation,35.0,False,3,False
ThirdEye,35.0,False,3,False
SKIP,35.0,False,3,False
SKIP,35.0,True,3,False
CutThroughFate,35.0,False,3,False
Protect,35.0,False,3,False
WreathOfFlame,35.0,False,3,False
SKIP,35.0,False,3,False
SKIP,36.0,True,3,False
ForeignInfluence,36.0,False,3,False
PathToVictory,36.0,False,3,False
CutThroughFate,36.0,False,3,False
SKIP,36.0,False,3,False
SKIP,36.0,True,3,False
BowlingBash,36.0,False,3,False
CutThroughFate,36.0,False,3,False
Consecrate,36.0,False,3,False
SKIP,36.0,False,3,False
FearNoEvil,37.0,True,3,False
Evaluate,37.0,False,3,False
WreathOfFlame,37.0,False,3,False
SKIP,37.0,False,3,False
SKIP,37.0,True,3,False
PathToVictory,37.0,False,3,False
CarveReality,37.0,False,3,False
Halt,37.0,False,3,False
SKIP,37.0,False,3,False
SKIP,40.0,True,3,False
WheelKick,40.0,False,3,False
Prostrate,40.0,False,3,False
EmptyBody,40.0,False,3,False
SKIP,40.0,False,3,False
Adaptation,41.0,True,3,False
Protect,41.0,False,3,False
CrushJoints,41.0,False,3,False
SKIP,41.0,False,3,False
Wireheading,41.0,True,3,False
Crescendo,41.0,False,3,False
Consecrate,41.0,False,3,False
SKIP,41.0,False,3,False
Wallop,44.0,True,3,False
Wireheading,44.0,False,3,False
ThirdEye,44.0,False,3,False
SKIP,44.0,False,3,False
SKIP,47.0,True,3,False
EmptyFist,47.0,False,3,False
CrushJoints,47.0,False,3,False
BowlingBash,47.0,False,3,False
SKIP,47.0,False,3,False
SKIP,47.0,True,3,False
LessonLearned,47.0,False,3,False
BowlingBash,47.0,False,3,False
EmptyBody,47.0,False,3,False
SKIP,47.0,False,3,False
Scrawl,48.0,True,3,False
Blasphemy,48.0,False,3,False
CrushJoints,48.0,False,3,False
SKIP,48.0,False,3,False
Dodge and Roll,3.0,True,1,False
SKIP,3.0,False,1,False
SKIP,7.0,True,1,False
Deflect,7.0,False,1,False
SKIP,7.0,False,1,False
Dagger Throw,8.0,True,1,False
SKIP,8.0,False,1,False
Well Laid Plans,11.0,True,1,False
SKIP,11.0,False,1,False
Sucker Punch,14.0,True,1,False
SKIP,14.0,False,1,False
SKIP,16.0,True,1,True
Bullet Time,16.0,False,1,True
SKIP,16.0,False,1,True
SKIP,18.0,True,2,False
Concentrate,18.0,False,2,False
SKIP,18.0,False,2,False
Noxious Fumes,20.0,True,2,False
SKIP,20.0,False,2,False
Dagger Throw,1.0,True,1,False
Poisoned Stab,1.0,False,1,False
Prepared,1.0,False,1,False
SKIP,1.0,False,1,False
Backflip,2.0,True,1,False
Poisoned Stab,2.0,False,1,False
Sucker Punch,2.0,False,1,False
SKIP,2.0,False,1,False
Phantasmal Killer,7.0,True,1,False
Masterful Stab,7.0,False,1,False
Dodge and Roll,7.0,False,1,False
SKIP,7.0,False,1,False
Acrobatics,8.0,True,1,False
Dagger Spray,8.0,False,1,False
Dagger Throw,8.0,False,1,False
SKIP,8.0,False,1,False
PiercingWail,13.0,True,1,False
Deadly Poison,13.0,False,1,False
Distraction,13.0,False,1,False
SKIP,13.0,False,1,False
SKIP,14.0,True,1,False
Sucker Punch,14.0,False,1,False
Poisoned Stab,14.0,False,1,False
Prepared,14.0,False,1,False
SKIP,14.0,False,1,False
After Image,16.0,True,1,True
Malaise,16.0,False,1,True
Die Die Die,16.0,False,1,True
SKIP,16.0,False,1,True
Dash,18.0,True,2,False
Slice,18.0,False,2,False
All Out Attack,18.0,False,2,False
SKIP,18.0,False,2,False
SKIP,19.0,True,2,False
Sucker Punch,19.0,False,2,False
Dodge and Roll,19.0,False,2,False
Distraction,19.0,False,2,False
SKIP,19.0,False,2,False
SKIP,22.0,True,2,False
Deflect,22.0,False,2,False
Endless Agony,22.0,False,2,False
Setup,22.0,False,2,False
SKIP,22.0,False,2,False
Blade Dance,23.0,True,2,False
Sucker Punch,23.0,False,2,False
Footwork,23.0,False,2,False
SKIP,23.0,False,2,False
Acrobatics,29.0,True,2,False
Catalyst,29.0,False,2,False
Flying Knee,29.0,False,2,False
SKIP,29.0,False,2,False
Prepared,31.0,True,2,False
Backstab,31.0,False,2,False
Underhanded Strike,31.0,False,2,False
SKIP,31.0,False,2,False
Alchemize,33.0,True,2,True
A Thousand Cuts,33.0,False,2,True
Wraith Form,33.0,False,2,True
SKIP,33.0,False,2,True
SKIP,35.0,True,3,False
Flying Knee,35.0,False,3,False
Eviscerate,35.0,False,3,False
Sucker Punch,35.0,False,3,False
SKIP,35.0,False,3,False
Acrobatics,36.0,True,3,False
Deadly Poison,36.0,False,3,False
Dagger Spray,36.0,False,3,False
SKIP,36.0,False,3,False
Well Laid Plans,37.0,True,3,False
Slice,37.0,False,3,False
Calculated Gamble,37.0,False,3,False
SKIP,37.0,False,3,False
Underhanded Strike,38.0,True,3,False
Backstab,38.0,False,3,False
Deflect,38.0,False,3,False
SKIP,38.0,False,3,False
SKIP,39.0,True,3,False
Concentrate,39.0,False,3,False
Caltrops,39.0,False,3,False
Outmaneuver,39.0,False,3,False
SKIP,39.0,False,3,False
Accuracy,40.0,True,3,False
Deadly Poison,40.0,False,3,False
Flechettes,40.0,False,3,False
SKIP,40.0,False,3,False
PiercingWail,41.0,True,3,False
Noxious Fumes,41.0,False,3,False
Infinite Blades,41.0,False,3,False
Accuracy,41.0,False,3,False
SKIP,41.0,False,3,False
Corpse Explosion,42.0,True,3,False
Prepared,42.0,False,3,False
Caltrops,42.0,False,3,False
Backstab,42.0,False,3,False
SKIP,42.0,False,3,False
Acrobatics,45.0,True,3,False
Dash,45.0,False,3,False
Flying Knee,45.0,False,3,False
Setup,45.0,False,3,False
SKIP,45.0,False,3,False
Adrenaline,46.0,True,3,False
Eviscerate,46.0,False,3,False
Well Laid Plans,46.0,False,3,False
PiercingWail,46.0,False,3,False
SKIP,46.0,False,3,False
Terror,48.0,True,3,False
Backflip,48.0,False,3,False
Sucker Punch,48.0,False,3,False
PiercingWail,48.0,False,3,False
SKIP,48.0,False,3,False
Leg Sweep,55.0,True,4,False
PiercingWail,55.0,False,4,False
Endless Agony,55.0,False,4,False
Bane,55.0,False,4,False
SKIP,55.0,False,4,False
PiercingWail,1.0,True,1,False
Acrobatics,1.0,False,1,False
Outmaneuver,1.0,False,1,False
SKIP,1.0,False,1,False
Noxious Fumes,2.0,True,1,False
Footwork,2.0,False,1,False
Backflip,2.0,False,1,False
SKIP,2.0,False,1,False
Quick Slash,3.0,True,1,False
Underhanded Strike,3.0,False,1,False
Escape Plan,3.0,False,1,False
SKIP,3.0,False,1,False
SKIP,5.0,True,1,False
Riddle With Holes,5.0,False,1,False
Infinite Blades,5.0,False,1,False
Expertise,5.0,False,1,False
SKIP,5.0,False,1,False
Acrobatics,6.0,True,1,False
Dodge and Roll,6.0,False,1,False
Envenom,6.0,False,1,False
SKIP,6.0,False,1,False
PiercingWail,8.0,True,1,False
Infinite Blades,8.0,False,1,False
Finisher,8.0,False,1,False
SKIP,8.0,False,1,False
Acrobatics,12.0,True,1,False
All Out Attack,12.0,False,1,False
Flying Knee,12.0,False,1,False
SKIP,12.0,False,1,False
Backflip,14.0,True,1,False
Bane,14.0,False,1,False
Choke,14.0,False,1,False
SKIP,14.0,False,1,False
Blade Dance,15.0,True,1,False
Cloak And Dagger,15.0,False,1,False
Finisher,15.0,False,1,False
SKIP,15.0,False,1,False
Doppelganger,16.0,True,1,True
Phantasmal Killer,16.0,False,1,True
Grand Finale,16.0,False,1,True
SKIP,16.0,False,1,True
PiercingWail,18.0,True,2,False
Distraction,18.0,False,2,False
Cloak And Dagger,18.0,False,2,False
SKIP,18.0,False,2,False
Catalyst,19.0,True,2,False
Dodge and Roll,19.0,False,2,False
Accuracy,19.0,False,2,False
SKIP,19.0,False,2,False
Dagger Spray,21.0,True,2,False
Slice,21.0,False,2,False
Blade Dance,21.0,False,2,False
SKIP,21.0,False,2,False
Dodge and Roll,25.0,True,2,False
Flying Knee,25.0,False,2,False
Noxious Fumes,25.0,False,2,False
SKIP,25.0,False,2,False
Footwork,27.0,True,2,False
Finisher,27.0,False,2,False
Prepared,27.0,False,2,False
SKIP,27.0,False,2,False
Accuracy,28.0,True,2,False
Blade Dance,28.0,False,2,False
Deflect,28.0,False,2,False
SKIP,28.0,False,2,False
Outmaneuver,31.0,True,2,False
Concentrate,31.0,False,2,False
Backstab,31.0,False,2,False
Singing Bowl,31.0,False,2,False
Tools of the Trade,33.0,True,2,True
Bullet Time,33.0,False,2,True
Die Die Die,33.0,False,2,True
Singing Bowl,33.0,False,2,True
Blade Dance,35.0,True,3,False
Skewer,35.0,False,3,False
Dagger Throw,35.0,False,3,False
Singing Bowl,35.0,False,3,False
Tactician,36.0,True,3,False
Finisher,36.0,False,3,False
Dagger Spray,36.0,False,3,False
Singing Bowl,36.0,False,3,False
PiercingWail,39.0,True,3,False
Outmaneuver,39.0,False,3,False
Dagger Throw,39.0,False,3,False
Singing Bowl,39.0,False,3,False
Hello World,1.0,True,1,False
Genetic Algorithm,1.0,False,1,False
Tempest,1.0,False,1,False
SKIP,1.0,False,1,False
Ball Lightning,4.0,True,1,False
Sweeping Beam,4.0,False,1,False
Turbo,4.0,False,1,False
SKIP,4.0,False,1,False
Fission,6.0,True,1,False
Heatsinks,6.0,False,1,False
Rebound,6.0,False,1,False
SKIP,6.0,False,1,False
Coolheaded,8.0,True,1,False
Stack,8.0,False,1,False
Fusion,8.0,False,1,False
SKIP,8.0,False,1,False
Redo,14.0,True,1,False
Hello World,14.0,False,1,False
Beam Cell,14.0,False,1,False
SKIP,14.0,False,1,False
Seek,16.0,True,1,True
Fission,16.0,False,1,True
Rainbow,16.0,False,1,True
SKIP,16.0,False,1,True
Fusion,21.0,True,2,False
Coolheaded,21.0,False,2,False
Tempest,21.0,False,2,False
SKIP,21.0,False,2,False
SKIP,29.0,True,2,False
Steam,29.0,False,2,False
Conserve Battery,29.0,False,2,False
Scrape,29.0,False,2,False
SKIP,29.0,False,2,False
Defragment,31.0,True,2,False
Hologram,31.0,False,2,False
Loop,31.0,False,2,False
SKIP,31.0,False,2,False
Seek,33.0,True,2,True
Hyperbeam,33.0,False,2,True
Thunder Strike,33.0,False,2,True
SKIP,33.0,False,2,True
Hologram,35.0,True,3,False
Streamline,35.0,False,3,False
Doom and Gloom,35.0,False,3,False
SKIP,35.0,False,3,False
SKIP,36.0,True,3,False
Rebound,36.0,False,3,False
Fusion,36.0,False,3,False
Conserve Battery,36.0,False,3,False
SKIP,36.0,False,3,False
Hologram,38.0,True,3,False
Leap,38.0,False,3,False
Chaos,38.0,False,3,False
SKIP,38.0,False,3,False
SKIP,39.0,True,3,False
Stack,39.0,False,3,False
Turbo,39.0,False,3,False
Fission,39.0,False,3,False
SKIP,39.0,False,3,False
SKIP,42.0,True,3,False
Conserve Battery,42.0,False,3,False
Chaos,42.0,False,3,False
Stack,42.0,False,3,False
SKIP,42.0,False,3,False
Recycle,45.0,True,3,False
Compile Driver,45.0,False,3,False
Scrape,45.0,False,3,False
SKIP,45.0,False,3,False
SKIP,47.0,True,3,False
Stack,47.0,False,3,False
Ball Lightning,47.0,False,3,False
Fusion,47.0,False,3,False
SKIP,47.0,False,3,False
Compile Driver,48.0,True,3,False
Conserve Battery,48.0,False,3,False
Blizzard,48.0,False,3,False
SKIP,48.0,False,3,False
SKIP,55.0,True,4,False
Darkness,55.0,False,4,False
Heatsinks,55.0,False,4,False
Chaos,55.0,False,4,False
SKIP,55.0,False,4,False
Adaptation,1.0,True,1,False
CrushJoints,1.0,False,1,False
FlurryOfBlows,1.0,False,1,False
SKIP,1.0,False,1,False
EmptyFist,2.0,True,1,False
ClearTheMind,2.0,False,1,False
EmptyBody,2.0,False,1,False
SKIP,2.0,False,1,False
Meditate,4.0,True,1,False
PathToVictory,4.0,False,1,False
Vengeance,4.0,False,1,False
SKIP,4.0,False,1,False
SKIP,5.0,True,1,False
Evaluate,5.0,False,1,False
SashWhip,5.0,False,1,False
PathToVictory,5.0,False,1,False
SKIP,5.0,False,1,False
DeusExMachina,7.0,True,1,False
Prostrate,7.0,False,1,False
Nirvana,7.0,False,1,False
SKIP,7.0,False,1,False
SKIP,13.0,True,1,False
Swivel,13.0,False,1,False
Prostrate,13.0,False,1,False
FollowUp,13.0,False,1,False
SKIP,13.0,False,1,False
SKIP,16.0,True,1,True
DevaForm,16.0,False,1,True
Omniscience,16.0,False,1,True
ConjureBlade,16.0,False,1,True
SKIP,16.0,False,1,True
SKIP,18.0,True,2,False
Crescendo,18.0,False,2,False
Weave,18.0,False,2,False
ThirdEye,18.0,False,2,False
SKIP,18.0,False,2,False
SKIP,19.0,True,2,False
FollowUp,19.0,False,2,False
FlyingSleeves,19.0,False,2,False
Collect,19.0,False,2,False
SKIP,19.0,False,2,False
DeceiveReality,20.0,True,2,False
Fasting2,20.0,False,2,False
SpiritShield,20.0,False,2,False
SKIP,20.0,False,2,False
LessonLearned,20.0,True,2,False
EmptyBody,20.0,False,2,False
ThirdEye,20.0,False,2,False
SKIP,20.0,False,2,False
Tantrum,20.0,True,2,False
WheelKick,20.0,False,2,False
WindmillStrike,20.0,False,2,False
SKIP,20.0,False,2,False
SKIP,20.0,True,2,False
Collect,20.0,False,2,False
Study,20.0,False,2,False
CrushJoints,20.0,False,2,False
SKIP,20.0,False,2,False
SKIP,20.0,True,2,False
Evaluate,20.0,False,2,False
Consecrate,20.0,False,2,False
CarveReality,20.0,False,2,False
SKIP,20.0,False,2,False
Poisoned Stab,1.0,True,1,False
Dodge and Roll,1.0,False,1,False
Choke,1.0,False,1,False
SKIP,1.0,False,1,False
Backflip,4.0,True,1,False
Deflect,4.0,False,1,False
Deadly Poison,4.0,False,1,False
SKIP,4.0,False,1,False
Crippling Poison,5.0,True,1,False
Setup,5.0,False,1,False
Outmaneuver,5.0,False,1,False
SKIP,5.0,False,1,False
Well Laid Plans,7.0,True,1,False
Flying Knee,7.0,False,1,False
Heel Hook,7.0,False,1,False
SKIP,7.0,False,1,False
Acrobatics,8.0,True,1,False
Grand Finale,8.0,False,1,False
Poisoned Stab,8.0,False,1,False
SKIP,8.0,False,1,False
Backstab,10.0,True,1,False
Backflip,10.0,False,1,False
Expertise,10.0,False,1,False
SKIP,10.0,False,1,False
Bullet Time,14.0,True,1,False
Eviscerate,14.0,False,1,False
Dagger Spray,14.0,False,1,False
SKIP,14.0,False,1,False
Corpse Explosion,16.0,True,1,True
Envenom,16.0,False,1,True
Grand Finale,16.0,False,1,True
SKIP,16.0,False,1,True
Underhanded Strike,18.0,True,2,False
Bane,18.0,False,2,False
Deadly Poison,18.0,False,2,False
SKIP,18.0,False,2,False
SKIP,21.0,True,2,False
Slice,21.0,False,2,False
Accuracy,21.0,False,2,False
Expertise,21.0,False,2,False
SKIP,21.0,False,2,False
Blade Dance,23.0,True,2,False
Quick Slash,23.0,False,2,False
Prepared,23.0,False,2,False
SKIP,23.0,False,2,False
Sucker Punch,25.0,True,2,False
Flying Knee,25.0,False,2,False
Envenom,25.0,False,2,False
SKIP,25.0,False,2,False
SKIP,27.0,True,2,False
Underhanded Strike,27.0,False,2,False
Dash,27.0,False,2,False
Deflect,27.0,False,2,False
SKIP,27.0,False,2,False
Well Laid Plans,28.0,True,2,False
Cloak And Dagger,28.0,False,2,False
Dagger Throw,28.0,False,2,False
SKIP,28.0,False,2,False
SKIP,30.0,True,2,False
Dagger Throw,30.0,False,2,False
Prepared,30.0,False,2,False
Slice,30.0,False,2,False
SKIP,30.0,False,2,False
Deadly Poison,31.0,True,2,False
Dagger Spray,31.0,False,2,False
Well Laid Plans,31.0,False,2,False
SKIP,31.0,False,2,False
Backflip,32.0,True,2,False
Deadly Poison,32.0,False,2,False
Dodge and Roll,32.0,False,2,False
SKIP,32.0,False,2,False
ReachHeaven,1.0,True,1,False
Evaluate,1.0,False,1,False
PathToVictory,1.0,False,1,False
SKIP,1.0,False,1,False
EmptyMind,4.0,True,1,False
ForeignInfluence,4.0,False,1,False
SashWhip,4.0,False,1,False
SKIP,4.0,False,1,False
Consecrate,5.0,True,1,False
WaveOfTheHand,5.0,False,1,False
ForeignInfluence,5.0,False,1,False
SKIP,5.0,False,1,False
Adaptation,7.0,True,1,False
EmptyBody,7.0,False,1,False
DeceiveReality,7.0,False,1,False
SKIP,7.0,False,1,False
EmptyMind,10.0,True,1,False
PathToVictory,10.0,False,1,False
Nirvana,10.0,False,1,False
SKIP,10.0,False,1,False
SKIP,14.0,True,1,False
WreathOfFlame,14.0,False,1,False
JustLucky,14.0,False,1,False
EmptyFist,14.0,False,1,False
SKIP,14.0,False,1,False
SKIP,16.0,True,1,True
Omniscience,16.0,False,1,True
DevaForm,16.0,False,1,True
SpiritShield,16.0,False,1,True
SKIP,16.0,False,1,True
ClearTheMind,18.0,True,2,False
SashWhip,18.0,False,2,False
Fasting2,18.0,False,2,False
SKIP,18.0,False,2,False
CutThroughFate,22.0,True,2,False
FlurryOfBlows,22.0,False,2,False
Wireheading,22.0,False,2,False
SKIP,22.0,False,2,False
SKIP,24.0,True,2,False
ClearTheMind,24.0,False,2,False
WaveOfTheHand,24.0,False,2,False
ReachHeaven,24.0,False,2,False
SKIP,24.0,False,2,False
SKIP,25.0,True,2,False
Crescendo,25.0,False,2,False
WaveOfTheHand,25.0,False,2,False
WreathOfFlame,25.0,False,2,False
SKIP,25.0,False,2,False
SKIP,28.0,True,2,False
Protect,28.0,False,2,False
ClearTheMind,28.0,False,2,False
Evaluate,28.0,False,2,False
SKIP,28.0,False,2,False
SKIP,30.0,True,2,False
ClearTheMind,30.0,False,2,False
CutThroughFate,30.0,False,2,False
SashWhip,30.0,False,2,False
SKIP,30.0,False,2,False
SKIP,31.0,True,2,False
FollowUp,31.0,False,2,False
PathToVictory,31.0,False,2,False
Evaluate,31.0,False,2,False
SKIP,31.0,False,2,False
SKIP,33.0,True,2,True
Establishment,33.0,False,2,True
LessonLearned,33.0,False,2,True
Ragnarok,33.0,False,2,True
SKIP,33.0,False,2,True
SKIP,35.0,True,3,False
Protect,35.0,False,3,False
Wireheading,35.0,False,3,False
WindmillStrike,35.0,False,3,False
SKIP,35.0,False,3,False
SKIP,37.0,True,3,False
SignatureMove,37.0,False,3,False
ThirdEye,37.0,False,3,False
TalkToTheHand,37.0,False,3,False
SKIP,37.0,False,3,False
SKIP,40.0,True,3,False
EmptyMind,40.0,False,3,False
Vengeance,40.0,False,3,False
Protect,40.0,False,3,False
SKIP,40.0,False,3,False
SKIP,42.0,True,3,False
ClearTheMind,42.0,False,3,False
Halt,42.0,False,3,False
CrushJoints,42.0,False,3,False
SKIP,42.0,False,3,False
SKIP,45.0,True,3,False
FlurryOfBlows,45.0,False,3,False
EmptyBody,45.0,False,3,False
Weave,45.0,False,3,False
SKIP,45.0,False,3,False
SKIP,47.0,True,3,False
FlurryOfBlows,47.0,False,3,False
ThirdEye,47.0,False,3,False
Evaluate,47.0,False,3,False
SKIP,47.0,False,3,False
Study,48.0,True,3,False
SashWhip,48.0,False,3,False
Consecrate,48.0,False,3,False
SKIP,48.0,False,3,False
SKIP,55.0,True,4,False
Meditate,55.0,False,4,False
WindmillStrike,55.0,False,4,False
Alpha,55.0,False,4,False
SKIP,55.0,False,4,False
Noxious Fumes,1.0,True,1,False
Flechettes,1.0,False,1,False
Sucker Punch,1.0,False,1,False
SKIP,1.0,False,1,False
Predator,2.0,True,1,False
Acrobatics,2.0,False,1,False
Bane,2.0,False,1,False
SKIP,2.0,False,1,False
Skewer,5.0,True,1,False
Slice,5.0,False,1,False
Dodge and Roll,5.0,False,1,False
SKIP,5.0,False,1,False
Dagger Spray,6.0,True,1,False
Finisher,6.0,False,1,False
Poisoned Stab,6.0,False,1,False
SKIP,6.0,False,1,False
Footwork,8.0,True,1,False
Heel Hook,8.0,False,1,False
Quick Slash,8.0,False,1,False
SKIP,8.0,False,1,False
Deflect,10.0,True,1,False
Burst,10.0,False,1,False
Cloak And Dagger,10.0,False,1,False
SKIP,10.0,False,1,False
Blade Dance,12.0,True,1,False
Deflect,12.0,False,1,False
Acrobatics,12.0,False,1,False
SKIP,12.0,False,1,False
Backflip,13.0,True,1,False
Sucker Punch,13.0,False,1,False
Underhanded Strike,13.0,False,1,False
SKIP,13.0,False,1,False
Escape Plan,14.0,True,1,False
Dodge and Roll,14.0,False,1,False
Tactician,14.0,False,1,False
SKIP,14.0,False,1,False
Alchemize,16.0,True,1,True
Tools of the Trade,16.0,False,1,True
Phantasmal Killer,16.0,False,1,True
SKIP,16.0,False,1,True
SKIP,18.0,True,2,False
Slice,18.0,False,2,False
Poisoned Stab,18.0,False,2,False
Setup,18.0,False,2,False
SKIP,18.0,False,2,False
SKIP,20.0,True,2,False
Blade Dance,20.0,False,2,False
Poisoned Stab,20.0,False,2,False
Reflex,20.0,False,2,False
SKIP,20.0,False,2,False
SKIP,21.0,True,2,False
Infinite Blades,21.0,False,2,False
Sucker Punch,21.0,False,2,False
Deadly Poison,21.0,False,2,False
SKIP,21.0,False,2,False
Crippling Poison,24.0,True,2,False
Bouncing Flask,24.0,False,2,False
Quick Slash,24.0,False,2,False
SKIP,24.0,False,2,False
Deflect,28.0,True,2,False
Underhanded Strike,28.0,False,2,False
All Out Attack,28.0,False,2,False
SKIP,28.0,False,2,False
Night Terror,30.0,True,2,False
Catalyst,30.0,False,2,False
Blade Dance,30.0,False,2,False
SKIP,30.0,False,2,False
Well Laid Plans,31.0,True,2,False
Bane,31.0,False,2,False
Reflex,31.0,False,2,False
SKIP,31.0,False,2,False
Wraith Form,33.0,True,2,True
Envenom,33.0,False,2,True
Bullet Time,33.0,False,2,True
SKIP,33.0,False,2,True
Concentrate,35.0,True,3,False
Acrobatics,35.0,False,3,False
Cloak And Dagger,35.0,False,3,False
SKIP,35.0,False,3,False
Terror,36.0,True,3,False
Acrobatics,36.0,False,3,False
Well Laid Plans,36.0,False,3,False
SKIP,36.0,False,3,False
Leg Sweep,38.0,True,3,False
Prepared,38.0,False,3,False
Setup,38.0,False,3,False
SKIP,38.0,False,3,False
SKIP,39.0,True,3,False
Dagger Throw,39.0,False,3,False
Poisoned Stab,39.0,False,3,False
